fecha_clima,region,temp_max,temp_min,lluvia_mm
2023-01-18,METROPOLITANA DE SANTIAGO,29.7,15.5,0.0
2023-01-19,METROPOLITANA DE SANTIAGO,25.9,12.8,0.0
2023-01-20,METROPOLITANA DE SANTIAGO,29.1,11.4,0.0
2023-01-21,METROPOLITANA DE SANTIAGO,29.5,13.3,0.0
2023-01-22,METROPOLITANA DE SANTIAGO,31.8,14.5,0.0
2023-01-23,METROPOLITANA DE SANTIAGO,30.9,16.6,0.0
2023-01-24,METROPOLITANA DE SANTIAGO,31.8,13.2,0.0
2023-01-25,METROPOLITANA DE SANTIAGO,31.0,14.8,0.0
2023-01-26,METROPOLITANA DE SANTIAGO,28.2,12.8,0.0
2023-01-27,METROPOLITANA DE SANTIAGO,32.2,14.6,0.0
2023-01-28,METROPOLITANA DE SANTIAGO,34.0,17.2,0.0
2023-01-29,METROPOLITANA DE SANTIAGO,31.0,18.5,0.0
2023-01-30,METROPOLITANA DE SANTIAGO,30.9,14.7,0.0
2023-01-31,METROPOLITANA DE SANTIAGO,30.5,16.7,0.0
2023-02-01,METROPOLITANA DE SANTIAGO,31.3,14.5,0.0
2023-02-02,METROPOLITANA DE SANTIAGO,34.7,16.5,0.0
2023-02-03,METROPOLITANA DE SANTIAGO,32.7,19.8,0.0
2023-02-04,METROPOLITANA DE SANTIAGO,31.8,16.4,0.0
2023-02-05,METROPOLITANA DE SANTIAGO,31.1,16.5,0.0
2023-02-06,METROPOLITANA DE SANTIAGO,32.4,17.0,0.0
2023-02-07,METROPOLITANA DE SANTIAGO,31.7,18.1,0.0
2023-02-08,METROPOLITANA DE SANTIAGO,33.0,19.1,0.0
2023-02-09,METROPOLITANA DE SANTIAGO,35.0,18.5,0.0
2023-02-10,METROPOLITANA DE SANTIAGO,33.2,19.1,0.0
2023-02-11,METROPOLITANA DE SANTIAGO,33.8,17.5,0.0
2023-02-12,METROPOLITANA DE SANTIAGO,31.2,17.9,0.0
2023-02-13,METROPOLITANA DE SANTIAGO,31.8,14.3,0.0
2023-02-14,METROPOLITANA DE SANTIAGO,33.0,15.6,0.0
2023-02-15,METROPOLITANA DE SANTIAGO,32.0,16.0,0.0
2023-02-16,METROPOLITANA DE SANTIAGO,28.8,14.5,0.0
2023-02-17,METROPOLITANA DE SANTIAGO,31.0,15.7,0.0
2023-02-18,METROPOLITANA DE SANTIAGO,31.0,17.6,0.0
2023-02-19,METROPOLITANA DE SANTIAGO,32.5,17.9,0.0
2023-02-20,METROPOLITANA DE SANTIAGO,33.5,19.3,0.0
2023-02-21,METROPOLITANA DE SANTIAGO,33.2,18.8,0.0
2023-02-22,METROPOLITANA DE SANTIAGO,30.5,16.5,0.0
2023-02-23,METROPOLITANA DE SANTIAGO,32.8,15.9,0.0
2023-02-24,METROPOLITANA DE SANTIAGO,28.9,15.6,0.0
2023-02-25,METROPOLITANA DE SANTIAGO,29.3,13.1,0.0
2023-02-26,METROPOLITANA DE SANTIAGO,32.8,16.2,0.0
2023-02-27,METROPOLITANA DE SANTIAGO,33.9,18.0,0.0
2023-02-28,METROPOLITANA DE SANTIAGO,31.3,16.5,0.0
2023-03-01,METROPOLITANA DE SANTIAGO,32.3,17.5,0.0
2023-03-02,METROPOLITANA DE SANTIAGO,33.4,17.0,0.0
2023-03-03,METROPOLITANA DE SANTIAGO,29.5,13.9,0.0
2023-03-04,METROPOLITANA DE SANTIAGO,33.2,16.2,0.0
2023-03-05,METROPOLITANA DE SANTIAGO,31.4,17.1,0.0
2023-03-06,METROPOLITANA DE SANTIAGO,27.5,15.2,0.0
2023-03-07,METROPOLITANA DE SANTIAGO,30.8,14.4,0.0
2023-03-08,METROPOLITANA DE SANTIAGO,29.3,13.2,0.0
2023-03-09,METROPOLITANA DE SANTIAGO,29.8,16.1,0.0
2023-03-10,METROPOLITANA DE SANTIAGO,29.8,14.7,0.0
2023-03-11,METROPOLITANA DE SANTIAGO,28.9,13.1,0.0
2023-03-12,METROPOLITANA DE SANTIAGO,26.7,13.5,0.0
2023-03-13,METROPOLITANA DE SANTIAGO,28.5,13.2,0.0
2023-03-14,METROPOLITANA DE SANTIAGO,28.8,14.4,0.0
2023-03-15,METROPOLITANA DE SANTIAGO,29.3,15.1,0.0
2023-03-16,METROPOLITANA DE SANTIAGO,29.8,14.0,0.0
2023-03-17,METROPOLITANA DE SANTIAGO,28.5,14.6,0.0
2023-03-18,METROPOLITANA DE SANTIAGO,30.8,14.1,0.0
2023-03-19,METROPOLITANA DE SANTIAGO,31.7,15.6,0.0
2023-03-20,METROPOLITANA DE SANTIAGO,27.8,15.1,0.0
2023-03-21,METROPOLITANA DE SANTIAGO,29.9,16.0,0.0
2023-03-22,METROPOLITANA DE SANTIAGO,32.5,17.4,0.0
2023-03-23,METROPOLITANA DE SANTIAGO,32.5,17.4,0.0
2023-03-24,METROPOLITANA DE SANTIAGO,33.3,19.0,0.0
2023-03-25,METROPOLITANA DE SANTIAGO,32.5,18.3,0.0
2023-03-26,METROPOLITANA DE SANTIAGO,28.5,15.2,0.0
2023-03-27,METROPOLITANA DE SANTIAGO,27.4,13.9,0.0
2023-03-28,METROPOLITANA DE SANTIAGO,27.9,11.9,0.0
2023-03-29,METROPOLITANA DE SANTIAGO,28.7,13.6,0.0
2023-03-30,METROPOLITANA DE SANTIAGO,30.9,15.8,0.0
2023-03-31,METROPOLITANA DE SANTIAGO,32.8,17.0,0.0
2023-04-01,METROPOLITANA DE SANTIAGO,31.0,16.4,0.0
2023-04-02,METROPOLITANA DE SANTIAGO,30.0,15.8,0.0
2023-04-03,METROPOLITANA DE SANTIAGO,28.5,17.2,0.0
2023-04-04,METROPOLITANA DE SANTIAGO,29.8,15.1,0.0
2023-04-05,METROPOLITANA DE SANTIAGO,26.5,14.9,0.0
2023-04-06,METROPOLITANA DE SANTIAGO,29.4,13.7,0.0
2023-04-07,METROPOLITANA DE SANTIAGO,31.7,17.6,0.0
2023-04-08,METROPOLITANA DE SANTIAGO,29.2,17.5,0.0
2023-04-09,METROPOLITANA DE SANTIAGO,28.8,15.2,0.0
2023-04-10,METROPOLITANA DE SANTIAGO,29.8,14.9,0.0
2023-04-11,METROPOLITANA DE SANTIAGO,27.5,14.4,0.0
2023-04-12,METROPOLITANA DE SANTIAGO,22.6,12.4,0.0
2023-04-13,METROPOLITANA DE SANTIAGO,23.3,11.6,0.0
2023-04-14,METROPOLITANA DE SANTIAGO,19.5,9.4,0.0
2023-04-15,METROPOLITANA DE SANTIAGO,21.2,10.8,0.0
2023-04-16,METROPOLITANA DE SANTIAGO,20.4,10.3,0.0
2023-04-17,METROPOLITANA DE SANTIAGO,20.3,8.6,0.0
2023-04-18,METROPOLITANA DE SANTIAGO,23.1,9.9,0.0
2023-04-19,METROPOLITANA DE SANTIAGO,27.3,13.8,0.0
2023-04-20,METROPOLITANA DE SANTIAGO,25.7,11.9,0.0
2023-04-21,METROPOLITANA DE SANTIAGO,22.6,11.2,0.0
2023-04-22,METROPOLITANA DE SANTIAGO,24.1,11.6,0.0
2023-04-23,METROPOLITANA DE SANTIAGO,22.6,12.2,0.0
2023-04-24,METROPOLITANA DE SANTIAGO,25.2,10.0,0.0
2023-04-25,METROPOLITANA DE SANTIAGO,24.6,13.6,0.0
2023-04-26,METROPOLITANA DE SANTIAGO,25.4,12.7,0.0
2023-04-27,METROPOLITANA DE SANTIAGO,20.8,9.2,0.0
2023-04-28,METROPOLITANA DE SANTIAGO,20.4,10.6,0.0
2023-04-29,METROPOLITANA DE SANTIAGO,17.1,11.6,24.3
2023-04-30,METROPOLITANA DE SANTIAGO,15.1,10.2,12.5
2023-05-01,METROPOLITANA DE SANTIAGO,16.8,8.1,0.0
2023-05-02,METROPOLITANA DE SANTIAGO,18.7,9.4,0.0
2023-05-03,METROPOLITANA DE SANTIAGO,18.8,9.4,0.0
2023-05-04,METROPOLITANA DE SANTIAGO,17.6,8.6,0.0
2023-05-05,METROPOLITANA DE SANTIAGO,18.5,8.8,0.0
2023-05-06,METROPOLITANA DE SANTIAGO,15.1,8.4,0.0
2023-05-07,METROPOLITANA DE SANTIAGO,19.8,9.1,0.0
2023-05-08,METROPOLITANA DE SANTIAGO,23.8,10.6,0.0
2023-05-09,METROPOLITANA DE SANTIAGO,25.4,15.2,0.0
2023-05-10,METROPOLITANA DE SANTIAGO,25.6,15.9,0.0
2023-05-11,METROPOLITANA DE SANTIAGO,24.9,13.9,0.0
2023-05-12,METROPOLITANA DE SANTIAGO,25.5,16.0,0.0
2023-05-13,METROPOLITANA DE SANTIAGO,23.6,13.9,0.0
2023-05-14,METROPOLITANA DE SANTIAGO,23.9,10.4,0.0
2023-05-15,METROPOLITANA DE SANTIAGO,19.2,10.1,0.0
2023-05-16,METROPOLITANA DE SANTIAGO,19.5,10.4,0.1
2023-05-17,METROPOLITANA DE SANTIAGO,17.6,11.6,2.7
2023-05-18,METROPOLITANA DE SANTIAGO,20.0,11.5,0.0
2023-05-19,METROPOLITANA DE SANTIAGO,19.9,10.6,0.0
2023-05-20,METROPOLITANA DE SANTIAGO,20.2,8.8,0.0
2023-05-21,METROPOLITANA DE SANTIAGO,14.0,8.1,5.4
2023-05-22,METROPOLITANA DE SANTIAGO,18.3,8.6,13.4
2023-05-23,METROPOLITANA DE SANTIAGO,16.1,9.1,0.3
2023-05-24,METROPOLITANA DE SANTIAGO,15.1,9.8,0.0
2023-05-25,METROPOLITANA DE SANTIAGO,13.1,8.2,0.3
2023-05-26,METROPOLITANA DE SANTIAGO,15.4,7.4,0.0
2023-05-27,METROPOLITANA DE SANTIAGO,19.6,8.8,0.0
2023-05-28,METROPOLITANA DE SANTIAGO,17.8,9.9,0.0
2023-05-29,METROPOLITANA DE SANTIAGO,21.4,9.1,0.0
2023-05-30,METROPOLITANA DE SANTIAGO,19.3,12.1,0.0
2023-05-31,METROPOLITANA DE SANTIAGO,19.0,9.6,0.0
2023-06-01,METROPOLITANA DE SANTIAGO,18.6,10.9,0.0
2023-06-02,METROPOLITANA DE SANTIAGO,17.2,9.9,0.0
2023-06-03,METROPOLITANA DE SANTIAGO,14.7,10.8,0.0
2023-06-04,METROPOLITANA DE SANTIAGO,21.4,8.6,0.0
2023-06-05,METROPOLITANA DE SANTIAGO,21.3,12.2,0.0
2023-06-06,METROPOLITANA DE SANTIAGO,19.5,11.9,0.0
2023-06-07,METROPOLITANA DE SANTIAGO,20.3,11.4,0.0
2023-06-08,METROPOLITANA DE SANTIAGO,17.2,8.8,0.0
2023-06-09,METROPOLITANA DE SANTIAGO,14.3,9.4,29.4
2023-06-10,METROPOLITANA DE SANTIAGO,12.9,6.4,0.0
2023-06-11,METROPOLITANA DE SANTIAGO,11.9,3.3,0.0
2023-06-12,METROPOLITANA DE SANTIAGO,14.1,2.8,0.0
2023-06-13,METROPOLITANA DE SANTIAGO,14.5,3.2,0.0
2023-06-14,METROPOLITANA DE SANTIAGO,16.2,6.9,0.0
2023-06-15,METROPOLITANA DE SANTIAGO,17.9,8.1,0.0
2023-06-16,METROPOLITANA DE SANTIAGO,19.9,11.4,0.0
2023-06-17,METROPOLITANA DE SANTIAGO,23.5,8.7,0.0
2023-06-18,METROPOLITANA DE SANTIAGO,16.6,7.1,0.1
2023-06-19,METROPOLITANA DE SANTIAGO,16.8,7.1,5.6
2023-06-20,METROPOLITANA DE SANTIAGO,14.6,9.0,0.0
2023-06-21,METROPOLITANA DE SANTIAGO,15.1,8.9,1.8
2023-06-22,METROPOLITANA DE SANTIAGO,14.2,10.9,53.0
2023-06-23,METROPOLITANA DE SANTIAGO,16.4,12.7,29.4
2023-06-24,METROPOLITANA DE SANTIAGO,18.1,13.3,6.1
2023-06-25,METROPOLITANA DE SANTIAGO,16.5,12.2,0.0
2023-06-26,METROPOLITANA DE SANTIAGO,14.4,10.8,0.1
2023-06-27,METROPOLITANA DE SANTIAGO,13.7,7.2,0.2
2023-06-28,METROPOLITANA DE SANTIAGO,18.7,8.1,0.0
2023-06-29,METROPOLITANA DE SANTIAGO,18.7,7.0,0.0
2023-06-30,METROPOLITANA DE SANTIAGO,19.6,8.0,0.0
2023-07-01,METROPOLITANA DE SANTIAGO,21.0,8.4,0.0
2023-07-02,METROPOLITANA DE SANTIAGO,14.5,6.9,0.0
2023-07-03,METROPOLITANA DE SANTIAGO,17.4,7.0,0.0
2023-07-04,METROPOLITANA DE SANTIAGO,15.6,6.7,0.0
2023-07-05,METROPOLITANA DE SANTIAGO,14.9,5.8,0.0
2023-07-06,METROPOLITANA DE SANTIAGO,13.7,7.6,0.0
2023-07-07,METROPOLITANA DE SANTIAGO,12.8,6.7,0.0
2023-07-08,METROPOLITANA DE SANTIAGO,15.5,5.2,0.0
2023-07-09,METROPOLITANA DE SANTIAGO,12.8,7.0,0.5
2023-07-10,METROPOLITANA DE SANTIAGO,18.2,5.7,0.0
2023-07-11,METROPOLITANA DE SANTIAGO,12.2,7.2,7.9
2023-07-12,METROPOLITANA DE SANTIAGO,13.5,6.1,5.4
2023-07-13,METROPOLITANA DE SANTIAGO,17.0,5.0,0.0
2023-07-14,METROPOLITANA DE SANTIAGO,14.8,10.4,0.0
2023-07-15,METROPOLITANA DE SANTIAGO,14.0,7.7,0.0
2023-07-16,METROPOLITANA DE SANTIAGO,18.5,8.2,0.0
2023-07-17,METROPOLITANA DE SANTIAGO,16.1,6.8,0.0
2023-07-18,METROPOLITANA DE SANTIAGO,17.2,9.6,0.0
2023-07-19,METROPOLITANA DE SANTIAGO,18.9,11.4,0.0
2023-07-20,METROPOLITANA DE SANTIAGO,17.9,9.9,0.0
2023-07-21,METROPOLITANA DE SANTIAGO,16.3,8.9,0.0
2023-07-22,METROPOLITANA DE SANTIAGO,10.6,7.2,20.8
2023-07-23,METROPOLITANA DE SANTIAGO,13.8,7.3,0.0
2023-07-24,METROPOLITANA DE SANTIAGO,17.0,8.1,0.0
2023-07-25,METROPOLITANA DE SANTIAGO,15.5,7.1,0.0
2023-07-26,METROPOLITANA DE SANTIAGO,15.8,8.3,0.0
2023-07-27,METROPOLITANA DE SANTIAGO,17.6,9.1,0.0
2023-07-28,METROPOLITANA DE SANTIAGO,21.7,8.9,0.0
2023-07-29,METROPOLITANA DE SANTIAGO,22.0,13.1,0.0
2023-07-30,METROPOLITANA DE SANTIAGO,22.0,14.7,0.0
2023-07-31,METROPOLITANA DE SANTIAGO,20.0,9.4,0.0
2023-08-01,METROPOLITANA DE SANTIAGO,20.7,10.0,0.0
2023-08-02,METROPOLITANA DE SANTIAGO,22.0,12.8,0.0
2023-08-03,METROPOLITANA DE SANTIAGO,22.1,11.4,0.0
2023-08-04,METROPOLITANA DE SANTIAGO,24.1,10.7,0.0
2023-08-05,METROPOLITANA DE SANTIAGO,14.4,9.2,0.0
2023-08-06,METROPOLITANA DE SANTIAGO,16.6,8.8,0.1
2023-08-07,METROPOLITANA DE SANTIAGO,18.1,7.7,0.0
2023-08-08,METROPOLITANA DE SANTIAGO,20.2,9.1,0.0
2023-08-09,METROPOLITANA DE SANTIAGO,17.0,10.1,0.0
2023-08-10,METROPOLITANA DE SANTIAGO,15.9,6.8,8.2
2023-08-11,METROPOLITANA DE SANTIAGO,15.9,5.9,0.0
2023-08-12,METROPOLITANA DE SANTIAGO,20.2,6.6,0.0
2023-08-13,METROPOLITANA DE SANTIAGO,22.9,12.1,0.0
2023-08-14,METROPOLITANA DE SANTIAGO,23.0,10.6,0.0
2023-08-15,METROPOLITANA DE SANTIAGO,17.8,10.4,0.0
2023-08-16,METROPOLITANA DE SANTIAGO,16.2,9.2,0.0
2023-08-17,METROPOLITANA DE SANTIAGO,14.4,8.2,2.3
2023-08-18,METROPOLITANA DE SANTIAGO,14.9,7.3,0.0
2023-08-19,METROPOLITANA DE SANTIAGO,12.1,9.4,28.5
2023-08-20,METROPOLITANA DE SANTIAGO,15.9,9.6,17.4
2023-08-21,METROPOLITANA DE SANTIAGO,15.6,8.6,0.1
2023-08-22,METROPOLITANA DE SANTIAGO,13.8,9.3,65.9
2023-08-23,METROPOLITANA DE SANTIAGO,11.6,8.2,35.2
2023-08-24,METROPOLITANA DE SANTIAGO,13.9,6.4,0.0
2023-08-25,METROPOLITANA DE SANTIAGO,15.8,4.9,0.0
2023-08-26,METROPOLITANA DE SANTIAGO,17.0,8.8,0.0
2023-08-27,METROPOLITANA DE SANTIAGO,20.6,6.5,0.0
2023-08-28,METROPOLITANA DE SANTIAGO,15.8,9.4,0.3
2023-08-29,METROPOLITANA DE SANTIAGO,18.5,4.7,0.0
2023-08-30,METROPOLITANA DE SANTIAGO,17.0,7.9,0.0
2023-08-31,METROPOLITANA DE SANTIAGO,20.3,10.5,0.0
2023-09-01,METROPOLITANA DE SANTIAGO,14.9,9.1,0.3
2023-09-02,METROPOLITANA DE SANTIAGO,16.2,8.5,5.7
2023-09-03,METROPOLITANA DE SANTIAGO,15.8,7.2,1.2
2023-09-04,METROPOLITANA DE SANTIAGO,13.2,8.1,1.4
2023-09-05,METROPOLITANA DE SANTIAGO,14.4,7.8,0.4
2023-09-06,METROPOLITANA DE SANTIAGO,13.1,9.1,18.8
2023-09-07,METROPOLITANA DE SANTIAGO,15.2,7.3,0.0
2023-09-08,METROPOLITANA DE SANTIAGO,17.4,6.6,0.1
2023-09-09,METROPOLITANA DE SANTIAGO,16.6,9.6,2.4
2023-09-10,METROPOLITANA DE SANTIAGO,14.4,10.1,0.1
2023-09-11,METROPOLITANA DE SANTIAGO,16.2,8.6,29.7
2023-09-12,METROPOLITANA DE SANTIAGO,14.2,7.7,3.1
2023-09-13,METROPOLITANA DE SANTIAGO,14.8,3.9,0.0
2023-09-14,METROPOLITANA DE SANTIAGO,19.8,9.0,0.0
2023-09-15,METROPOLITANA DE SANTIAGO,22.3,13.4,0.0
2023-09-16,METROPOLITANA DE SANTIAGO,19.1,10.1,0.0
2023-09-17,METROPOLITANA DE SANTIAGO,11.5,9.0,1.9
2023-09-18,METROPOLITANA DE SANTIAGO,15.8,7.6,0.0
2023-09-19,METROPOLITANA DE SANTIAGO,21.6,10.3,0.0
2023-09-20,METROPOLITANA DE SANTIAGO,15.9,10.2,0.0
2023-09-21,METROPOLITANA DE SANTIAGO,17.8,8.4,0.0
2023-09-22,METROPOLITANA DE SANTIAGO,14.5,8.4,0.0
2023-09-23,METROPOLITANA DE SANTIAGO,16.5,7.6,0.0
2023-09-24,METROPOLITANA DE SANTIAGO,18.6,7.4,0.2
2023-09-25,METROPOLITANA DE SANTIAGO,17.3,8.6,0.3
2023-09-26,METROPOLITANA DE SANTIAGO,15.9,7.7,3.9
2023-09-27,METROPOLITANA DE SANTIAGO,19.5,8.6,0.0
2023-09-28,METROPOLITANA DE SANTIAGO,18.0,7.5,0.0
2023-09-29,METROPOLITANA DE SANTIAGO,21.8,10.3,0.0
2023-09-30,METROPOLITANA DE SANTIAGO,21.9,10.1,0.0
2023-10-01,METROPOLITANA DE SANTIAGO,17.2,9.8,0.1
2023-10-02,METROPOLITANA DE SANTIAGO,15.1,9.1,1.5
2023-10-03,METROPOLITANA DE SANTIAGO,15.6,8.6,7.7
2023-10-04,METROPOLITANA DE SANTIAGO,19.2,8.6,0.0
2023-10-05,METROPOLITANA DE SANTIAGO,18.1,8.2,0.0
2023-10-06,METROPOLITANA DE SANTIAGO,17.2,7.8,0.0
2023-10-07,METROPOLITANA DE SANTIAGO,20.6,8.1,0.0
2023-10-08,METROPOLITANA DE SANTIAGO,23.2,11.2,0.0
2023-10-09,METROPOLITANA DE SANTIAGO,24.6,12.5,0.0
2023-10-10,METROPOLITANA DE SANTIAGO,17.5,7.9,0.0
2023-10-11,METROPOLITANA DE SANTIAGO,19.4,6.9,0.0
2023-10-12,METROPOLITANA DE SANTIAGO,22.6,9.9,0.0
2023-10-13,METROPOLITANA DE SANTIAGO,23.9,12.8,0.0
2023-10-14,METROPOLITANA DE SANTIAGO,23.5,12.1,0.0
2023-10-15,METROPOLITANA DE SANTIAGO,21.8,10.8,0.0
2023-10-16,METROPOLITANA DE SANTIAGO,21.9,8.4,0.0
2023-10-17,METROPOLITANA DE SANTIAGO,25.1,12.8,0.0
2023-10-18,METROPOLITANA DE SANTIAGO,20.4,9.1,5.9
2023-10-19,METROPOLITANA DE SANTIAGO,26.0,10.6,0.0
2023-10-20,METROPOLITANA DE SANTIAGO,24.2,12.9,0.0
2023-10-21,METROPOLITANA DE SANTIAGO,15.9,10.8,0.0
2023-10-22,METROPOLITANA DE SANTIAGO,20.9,11.2,0.0
2023-10-23,METROPOLITANA DE SANTIAGO,21.1,10.4,0.0
2023-10-24,METROPOLITANA DE SANTIAGO,22.7,9.8,0.0
2023-10-25,METROPOLITANA DE SANTIAGO,23.9,11.7,0.0
2023-10-26,METROPOLITANA DE SANTIAGO,21.8,9.3,0.0
2023-10-27,METROPOLITANA DE SANTIAGO,18.6,7.6,0.0
2023-10-28,METROPOLITANA DE SANTIAGO,15.9,8.4,1.5
2023-10-29,METROPOLITANA DE SANTIAGO,20.5,9.1,12.1
2023-10-30,METROPOLITANA DE SANTIAGO,20.0,8.8,0.0
2023-10-31,METROPOLITANA DE SANTIAGO,21.5,8.2,0.0
2023-11-01,METROPOLITANA DE SANTIAGO,14.7,7.6,1.6
2023-11-02,METROPOLITANA DE SANTIAGO,16.7,7.0,1.3
2023-11-03,METROPOLITANA DE SANTIAGO,25.6,7.1,0.0
2023-11-04,METROPOLITANA DE SANTIAGO,22.8,11.2,0.0
2023-11-05,METROPOLITANA DE SANTIAGO,22.8,10.2,0.0
2023-11-06,METROPOLITANA DE SANTIAGO,22.0,10.3,0.0
2023-11-07,METROPOLITANA DE SANTIAGO,23.4,8.9,0.0
2023-11-08,METROPOLITANA DE SANTIAGO,26.5,13.0,0.0
2023-11-09,METROPOLITANA DE SANTIAGO,26.8,15.6,0.0
2023-11-10,METROPOLITANA DE SANTIAGO,16.9,11.5,25.2
2023-11-11,METROPOLITANA DE SANTIAGO,14.9,9.9,0.1
2023-11-12,METROPOLITANA DE SANTIAGO,17.8,7.7,0.0
2023-11-13,METROPOLITANA DE SANTIAGO,21.0,6.9,0.0
2023-11-14,METROPOLITANA DE SANTIAGO,22.0,10.9,0.0
2023-11-15,METROPOLITANA DE SANTIAGO,20.0,7.5,0.0
2023-11-16,METROPOLITANA DE SANTIAGO,22.7,7.7,0.0
2023-11-17,METROPOLITANA DE SANTIAGO,16.2,8.6,0.7
2023-11-18,METROPOLITANA DE SANTIAGO,21.6,10.1,0.0
2023-11-19,METROPOLITANA DE SANTIAGO,28.0,12.4,0.0
2023-11-20,METROPOLITANA DE SANTIAGO,25.5,9.8,0.0
2023-11-21,METROPOLITANA DE SANTIAGO,24.3,11.7,0.0
2023-11-22,METROPOLITANA DE SANTIAGO,26.0,9.9,0.0
2023-11-23,METROPOLITANA DE SANTIAGO,30.9,14.8,0.0
2023-11-24,METROPOLITANA DE SANTIAGO,27.6,12.9,0.0
2023-11-25,METROPOLITANA DE SANTIAGO,26.8,11.3,0.0
2023-11-26,METROPOLITANA DE SANTIAGO,25.9,12.6,0.0
2023-11-27,METROPOLITANA DE SANTIAGO,26.0,11.0,0.0
2023-11-28,METROPOLITANA DE SANTIAGO,23.5,9.9,0.0
2023-11-29,METROPOLITANA DE SANTIAGO,28.6,10.8,0.0
2023-11-30,METROPOLITANA DE SANTIAGO,26.5,12.1,0.0
2023-12-01,METROPOLITANA DE SANTIAGO,24.5,9.4,0.0
2023-12-02,METROPOLITANA DE SANTIAGO,25.1,10.2,0.0
2023-12-03,METROPOLITANA DE SANTIAGO,28.0,13.6,0.0
2023-12-04,METROPOLITANA DE SANTIAGO,28.3,13.8,0.0
2023-12-05,METROPOLITANA DE SANTIAGO,24.1,9.8,0.0
2023-12-06,METROPOLITANA DE SANTIAGO,27.9,10.6,0.0
2023-12-07,METROPOLITANA DE SANTIAGO,32.0,15.3,0.0
2023-12-08,METROPOLITANA DE SANTIAGO,28.0,12.5,0.0
2023-12-09,METROPOLITANA DE SANTIAGO,31.5,12.9,0.0
2023-12-10,METROPOLITANA DE SANTIAGO,34.1,14.9,0.0
2023-12-11,METROPOLITANA DE SANTIAGO,26.5,12.1,0.0
2023-12-12,METROPOLITANA DE SANTIAGO,29.7,14.1,0.0
2023-12-13,METROPOLITANA DE SANTIAGO,31.7,16.3,0.0
2023-12-14,METROPOLITANA DE SANTIAGO,26.5,14.6,0.0
2023-12-15,METROPOLITANA DE SANTIAGO,28.5,12.1,0.0
2023-12-16,METROPOLITANA DE SANTIAGO,23.9,10.4,0.0
2023-12-17,METROPOLITANA DE SANTIAGO,25.4,10.2,0.0
2023-12-18,METROPOLITANA DE SANTIAGO,30.0,12.1,0.0
2023-12-19,METROPOLITANA DE SANTIAGO,24.7,11.8,0.0
2023-12-20,METROPOLITANA DE SANTIAGO,30.0,9.9,0.0
2023-12-21,METROPOLITANA DE SANTIAGO,29.9,13.5,0.0
2023-12-22,METROPOLITANA DE SANTIAGO,31.6,13.1,0.0
2023-12-23,METROPOLITANA DE SANTIAGO,31.2,16.8,0.0
2023-12-24,METROPOLITANA DE SANTIAGO,28.9,12.9,0.0
2023-12-25,METROPOLITANA DE SANTIAGO,33.8,15.4,0.0
2023-12-26,METROPOLITANA DE SANTIAGO,27.4,16.1,0.0
2023-12-27,METROPOLITANA DE SANTIAGO,28.2,14.4,0.0
2023-12-28,METROPOLITANA DE SANTIAGO,21.3,13.9,0.0
2023-12-29,METROPOLITANA DE SANTIAGO,29.4,12.1,0.0
2023-12-30,METROPOLITANA DE SANTIAGO,27.2,12.8,0.0
2023-12-31,METROPOLITANA DE SANTIAGO,27.9,11.8,0.0
2024-01-01,METROPOLITANA DE SANTIAGO,29.9,12.2,0.0
2024-01-02,METROPOLITANA DE SANTIAGO,30.6,12.9,0.0
2024-01-03,METROPOLITANA DE SANTIAGO,30.2,16.7,0.0
2024-01-04,METROPOLITANA DE SANTIAGO,29.6,15.2,0.0
2024-01-05,METROPOLITANA DE SANTIAGO,27.5,14.5,0.0
2024-01-06,METROPOLITANA DE SANTIAGO,27.3,14.5,0.0
2024-01-07,METROPOLITANA DE SANTIAGO,29.9,13.5,0.0
2024-01-08,METROPOLITANA DE SANTIAGO,29.7,14.0,0.0
2024-01-09,METROPOLITANA DE SANTIAGO,29.6,14.2,0.0
2024-01-10,METROPOLITANA DE SANTIAGO,29.6,14.2,0.0
2024-01-11,METROPOLITANA DE SANTIAGO,30.0,16.4,0.0
2024-01-12,METROPOLITANA DE SANTIAGO,28.9,14.6,0.0
2024-01-13,METROPOLITANA DE SANTIAGO,27.8,12.1,0.0
2024-01-14,METROPOLITANA DE SANTIAGO,33.5,14.2,0.0
2024-01-15,METROPOLITANA DE SANTIAGO,30.5,15.8,0.0
2024-01-16,METROPOLITANA DE SANTIAGO,31.5,11.8,0.0
2024-01-17,METROPOLITANA DE SANTIAGO,30.8,16.4,0.0
2024-01-18,METROPOLITANA DE SANTIAGO,32.3,14.7,0.0
2024-01-19,METROPOLITANA DE SANTIAGO,33.0,18.6,0.0
2024-01-20,METROPOLITANA DE SANTIAGO,30.9,18.4,0.0
2024-01-21,METROPOLITANA DE SANTIAGO,32.8,16.9,0.0
2024-01-22,METROPOLITANA DE SANTIAGO,33.7,18.0,0.0
2024-01-23,METROPOLITANA DE SANTIAGO,31.0,15.0,0.0
2024-01-24,METROPOLITANA DE SANTIAGO,34.8,17.4,0.0
2024-01-25,METROPOLITANA DE SANTIAGO,31.8,17.5,0.0
2024-01-26,METROPOLITANA DE SANTIAGO,30.5,15.6,0.0
2024-01-27,METROPOLITANA DE SANTIAGO,33.5,16.5,0.0
2024-01-28,METROPOLITANA DE SANTIAGO,30.0,17.4,0.0
2024-01-29,METROPOLITANA DE SANTIAGO,32.5,16.9,0.0
